Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/25  00:01:00,20.400001540519129,20.4,20.400000040257795,20.400001490567516,13.0,-0.0000023948557279709347,0.000002391878673734027,20.40000183779604,20.400001843741575,0.1,-1.3603391512333475e-7,0.000027206764556467539,20.400001490567516,20.400000040257795,6.6,0.0000015086186238249864,-0.000001618985601226086,20.399999999999996,20.400001540519129,20.400001535550464 
 01/25  00:02:00,20.400001535550464,20.4,20.400000040128025,20.400001485759366,13.0,-0.0000023871361831879767,0.000002384167257559966,20.40000183186966,20.40000183779604,0.1,-1.3559566442609143e-7,0.000027119116042740646,20.400001485759366,20.400000040128025,6.6,0.0000015037708092677347,-0.0000016137812756369384,20.4,20.400001535550464,20.400001530597725 
 01/25  00:03:00,20.400001530597725,20.4,20.400000039998607,20.400001480966805,13.0,-0.000002379437138756657,0.000002376476097879276,20.40000182596237,20.40000183186966,0.1,-1.3515886224695352e-7,0.000027031767182052139,20.400001480966805,20.400000039998607,6.6,0.00000149893318798604,-0.000001608586801921774,20.4,20.400001530597725,20.40000152566089 
 01/25  00:04:00,20.40000152566089,20.4,20.400000039869533,20.40000147618983,13.0,-0.000002371758806020807,0.000002368805779951799,20.40000182007411,20.40000182596237,0.1,-1.3472348907725974e-7,0.00002694466803222895,20.40000147618983,20.400000039869533,6.6,0.000001494105223491715,-0.000001603402180080593,20.4,20.40000152566089,20.400001520739939 
 01/25  00:05:00,20.400001520739939,20.4,20.40000003974082,20.40000147142842,13.0,-0.0000023641020303557526,0.00000236115692155181,20.400001814204818,20.40000182007411,0.1,-1.342895286597923e-7,0.000026857885182835164,20.40000147142842,20.40000003974082,6.6,0.0000014892867011894849,-0.000001598227507656702,20.4,20.400001520739939,20.40000151583486 
 01/25  00:06:00,20.40000151583486,20.4,20.40000003961247,20.400001466682555,13.0,-0.0000023564666004176617,0.0000023535298478236655,20.40000180835443,20.400001814204818,0.1,-1.3385695498300268e-7,0.00002677138533908874,20.400001466682555,20.40000003961247,6.6,0.0000014844782648651742,-0.0000015930634674532484,20.4,20.40000151583486,20.40000151094563 
 01/25  00:07:00,20.40000151094563,20.4,20.400000039484483,20.400001461952184,13.0,-0.000002348852938894197,0.0000023459246563106719,20.40000180252289,20.40000180835443,0.1,-1.3342575504111669e-7,0.000026685118558816617,20.400001461952184,20.400000039484483,6.6,0.0000014796804510069704,-0.0000015879112299899133,20.400000000000003,20.40000151094563,20.400001506072223 
 01/25  00:08:00,20.400001506072223,20.4,20.400000039356877,20.40000145723724,13.0,-0.0000023412616798168528,0.0000023383420623304116,20.400001796710137,20.40000180252289,0.1,-1.329959093254729e-7,0.000026599168078973894,20.40000145723724,20.400000039356877,6.6,0.0000014748945471865227,-0.0000015827723234451694,20.399999999999996,20.400001506072223,20.400001501214616 
 01/25  00:09:00,20.400001501214616,20.4,20.400000039229665,20.400001452537649,13.0,-0.0000023336945139362796,0.0000023307836590902298,20.40000179091611,20.400001796710137,0.1,-1.3256740483029718e-7,0.000026513450662605469,20.400001452537649,20.400000039229665,6.6,0.0000014701222701660298,-0.0000015776489262862014,20.399999999999996,20.400001501214616,20.400001496372768 
 01/25  00:10:00,20.400001496372768,20.4,20.400000039102868,20.400001447853304,13.0,-0.0000023261516525963086,0.0000023232506171098067,20.400001785140757,20.40000179091611,0.1,-1.3214023180125883e-7,0.000026428032899275426,20.400001447853304,20.400000039102868,6.6,0.0000014653654440053287,-0.0000015725430544080153,20.4,20.40000149637277,20.400001491546637 
 01/25  00:11:00,20.400001491546637,20.4,20.400000038976509,20.40000144318412,13.0,-0.0000023186345752037597,0.0000023157433915912407,20.400001779384014,20.400001785140757,0.1,-1.3171438373547064e-7,0.00002634284819941968,20.40000144318412,20.400000038976509,6.6,0.0000014606253562760683,-0.000001567456170960213,20.4,20.400001491546637,20.400001486736163 
 01/25  00:12:00,20.400001486736163,20.4,20.40000003885059,20.400001438530013,13.0,-0.000002311143915790126,0.000002308262892938728,20.400001773645827,20.400001779384014,0.1,-1.312898622586545e-7,0.000026257946505211299,20.400001438530013,20.40000003885059,6.6,0.0000014559028653593485,-0.0000015623886661160214,20.4,20.400001486736163,20.400001481941286 
 01/25  00:13:00,20.400001481941286,20.4,20.400000038725133,20.400001433890919,13.0,-0.000002303680731074564,0.000002300810161614208,20.400001767926136,20.400001773645827,0.1,-1.3086666737081035e-7,0.000026173294521868234,20.400001433890919,20.400000038725133,6.6,0.000001451197971255169,-0.0000015573404423321334,20.399999999999996,20.400001481941286,20.400001477161927 
 01/25  00:14:00,20.400001477161927,20.4,20.400000038600149,20.400001429266774,13.0,-0.0000022962458664324,0.000002293386368137362,20.400001762224883,20.400001767926136,0.1,-1.3044480882626889e-7,0.00002608894219156355,20.400001429266774,20.400000038600149,6.6,0.0000014465102447729802,-0.0000015523107192620955,20.4,20.400001477161927,20.400001472398036 
 01/25  00:15:00,20.400001472398036,20.4,20.400000038475658,20.400001424657533,13.0,-0.0000022888399558951278,0.0000022859917401092389,20.400001756542009,20.400001762224883,0.1,-1.3002428174786476e-7,0.000026004839572124186,20.400001424657533,20.400000038475658,6.6,0.0000014418395786151447,-0.0000015472988466171955,20.4,20.40000147239804,20.400001467649554 
 01/25  00:16:00,20.400001467649554,20.4,20.40000003835165,20.40000142006316,13.0,-0.0000022814629994627468,0.000002278626049928789,20.400001750877455,20.400001756542009,0.1,-1.2960508776131976e-7,0.00002592098666355014,20.40000142006316,20.40000003835165,6.6,0.0000014371852216982005,-0.0000015423046293108199,20.4,20.400001467649554,20.400001462916419 
 01/25  00:17:00,20.400001462916419,20.4,20.40000003822813,20.400001415483606,13.0,-0.000002274114997135257,0.000002271288647307301,20.40000174523116,20.400001750877455,0.1,-1.2918722686663388e-7,0.000025837433408014479,20.400001415483606,20.40000003822813,6.6,0.000001432546852129235,-0.0000015373272544820792,20.4,20.40000146291642,20.400001458198568 
