Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE 1:Zone Mean Air Temperature [C](TimeStep) 
 01/26  03:13:00,20.4,20.403248195754853 
 01/26  03:14:00,20.4,20.403248195754288 
 01/26  03:15:00,20.4,20.403248195753716 
 01/26  03:16:00,20.4,20.403248195753144 
 01/26  03:17:00,20.4,20.403248195752587 
 01/26  03:18:00,20.4,20.40324819575206 
 01/26  03:19:00,20.4,20.403248195751585 
 01/26  03:20:00,20.4,20.40324819575116 
 01/26  03:21:00,20.4,20.403248195750807 
 01/26  03:22:00,20.4,20.40324819575053 
 01/26  03:23:00,20.4,20.403248195750334 
 01/26  03:24:00,20.4,20.40324819575023 
 01/26  03:25:00,20.4,20.403248195750217 
 01/26  03:26:00,20.4,20.403248195750299 
 01/26  03:27:00,20.4,20.403248195750487 
 01/26  03:28:00,20.4,20.403248195750775 
 01/26  03:29:00,20.4,20.40324819575116 
 01/26  03:30:00,20.4,20.40324819575164 
 01/26  03:31:00,20.4,20.403248195752196 
 01/26  03:32:00,20.4,20.4032481957528 
 01/26  03:33:00,20.4,20.403248195753436 
 01/26  03:34:00,20.4,20.403248195754075 
 01/26  03:35:00,20.4,20.403248195754693 
 01/26  03:36:00,20.4,20.40324819575526 
 01/26  03:37:00,20.4,20.403248195755759 
 01/26  03:38:00,20.4,20.403248195756164 
 01/26  03:39:00,20.4,20.403248195756466 
 01/26  03:40:00,20.4,20.403248195756658 
 01/26  03:41:00,20.4,20.403248195756729 
 01/26  03:42:00,20.4,20.403248195756686 
 01/26  03:43:00,20.4,20.403248195756537 
 01/26  03:44:00,20.4,20.4032481957563 
 01/26  03:45:00,20.4,20.403248195755987 
 01/26  03:46:00,20.4,20.403248195755606 
 01/26  03:47:00,20.4,20.40324819575517 
 01/26  03:48:00,20.4,20.403248195754708 
 01/26  03:49:00,20.4,20.403248195754214 
 01/26  03:50:00,20.4,20.4032481957537 
 01/26  03:51:00,20.4,20.403248195753194 
 01/26  03:52:00,20.4,20.4032481957527 
 01/26  03:53:00,20.4,20.403248195752228 
 01/26  03:54:00,20.4,20.40324819575178 
 01/26  03:55:00,20.4,20.403248195751368 
 01/26  03:56:00,20.4,20.40324819575099 
 01/26  03:57:00,20.4,20.40324819575066 
 01/26  03:58:00,20.4,20.403248195750384 
 01/26  03:59:00,20.4,20.40324819575017 
 01/26  04:00:00,20.4,20.40324819575001 
 01/26  04:01:00,20.4,20.40324819574989 
 01/26  04:02:00,20.4,20.403248195749808 
 01/26  04:03:00,20.4,20.403248195749748 
 01/26  04:04:00,20.4,20.4032481957497 
 01/26  04:05:00,20.4,20.403248195749666 
 01/26  04:06:00,20.4,20.403248195749634 
 01/26  04:07:00,20.4,20.40324819574962 
 01/26  04:08:00,20.4,20.403248195749624 
 01/26  04:09:00,20.4,20.40324819574965 
 01/26  04:10:00,20.4,20.40324819574972 
 01/26  04:11:00,20.4,20.40324819574983 
 01/26  04:12:00,20.4,20.40324819574998 
 01/26  04:13:00,20.4,20.40324819575017 
 01/26  04:14:00,20.4,20.40324819575039 
 01/26  04:15:00,20.4,20.403248195750636 
 01/26  04:16:00,20.4,20.403248195750895 
 01/26  04:17:00,20.4,20.403248195751158 
 01/26  04:18:00,20.4,20.403248195751407 
 01/26  04:19:00,20.4,20.40324819575164 
 01/26  04:20:00,20.4,20.403248195751855 
 01/26  04:21:00,20.4,20.403248195752047 
 01/26  04:22:00,20.4,20.40324819575222 
 01/26  04:23:00,20.4,20.40324819575237 
 01/26  04:24:00,20.4,20.4032481957525 
 01/26  04:25:00,20.4,20.40324819575261 
 01/26  04:26:00,20.4,20.403248195752697 
 01/26  04:27:00,20.4,20.403248195752768 
 01/26  04:28:00,20.4,20.403248195752818 
 01/26  04:29:00,20.4,20.40324819575284 
 01/26  04:30:00,20.4,20.40324819575284 
 01/26  04:31:00,20.4,20.403248195752818 
 01/26  04:32:00,20.4,20.40324819575278 
 01/26  04:33:00,20.4,20.403248195752746 
 01/26  04:34:00,20.4,20.403248195752718 
 01/26  04:35:00,20.4,20.403248195752707 
 01/26  04:36:00,20.4,20.403248195752718 
 01/26  04:37:00,20.4,20.403248195752764 
 01/26  04:38:00,20.4,20.403248195752849 
 01/26  04:39:00,20.4,20.403248195752974 
 01/26  04:40:00,20.4,20.403248195753137 
 01/26  04:41:00,20.4,20.403248195753329 
 01/26  04:42:00,20.4,20.403248195753546 
 01/26  04:43:00,20.4,20.403248195753773 
 01/26  04:44:00,20.4,20.403248195753997 
 01/26  04:45:00,20.4,20.403248195754217 
 01/26  04:46:00,20.4,20.403248195754427 
 01/26  04:47:00,20.4,20.403248195754619 
 01/26  04:48:00,20.4,20.403248195754796 
 01/26  04:49:00,20.4,20.40324819575496 
 01/26  04:50:00,20.4,20.40324819575512 
 01/26  04:51:00,20.4,20.403248195755269 
 01/26  04:52:00,20.4,20.403248195755407 
 01/26  04:53:00,20.4,20.40324819575552 
 01/26  04:54:00,20.4,20.403248195755606 
 01/26  04:55:00,20.4,20.403248195755663 
 01/26  04:56:00,20.4,20.403248195755677 
 01/26  04:57:00,20.4,20.40324819575564 
 01/26  04:58:00,20.4,20.403248195755564 
 01/26  04:59:00,20.4,20.403248195755429 
 01/26  05:00:00,20.4,20.40324819575524 
 01/26  05:01:00,20.4,20.403248195754995 
 01/26  05:02:00,20.4,20.4032481957547 
 01/26  05:03:00,20.4,20.40324819575436 
 01/26  05:04:00,20.4,20.40324819575399 
 01/26  05:05:00,20.4,20.403248195753585 
 01/26  05:06:00,20.4,20.40324819575316 
 01/26  05:07:00,20.4,20.40324819575273 
 01/26  05:08:00,20.4,20.403248195752306 
 01/26  05:09:00,20.4,20.403248195751894 
 01/26  05:10:00,20.4,20.4032481957515 
 01/26  05:11:00,20.4,20.403248195751137 
 01/26  05:12:00,20.4,20.403248195750796 
 01/26  05:13:00,20.4,20.403248195750487 
 01/26  05:14:00,20.4,20.403248195750213 
 01/26  05:15:00,20.4,20.403248195749979 
 01/26  05:16:00,20.4,20.403248195749787 
 01/26  05:17:00,20.4,20.40324819574965 
 01/26  05:18:00,20.4,20.403248195749567 
 01/26  05:19:00,20.4,20.403248195749538 
 01/26  05:20:00,20.4,20.403248195749574 
 01/26  05:21:00,20.4,20.40324819574966 
 01/26  05:22:00,20.4,20.403248195749794 
 01/26  05:23:00,20.4,20.403248195749975 
 01/26  05:24:00,20.4,20.40324819575019 
 01/26  05:25:00,20.4,20.403248195750427 
 01/26  05:26:00,20.4,20.403248195750668 
 01/26  05:27:00,20.4,20.40324819575091 
 01/26  05:28:00,20.4,20.403248195751137 
 01/26  05:29:00,20.4,20.403248195751343 
 01/26  05:30:00,20.4,20.403248195751517 
 01/26  05:31:00,20.4,20.40324819575166 
 01/26  05:32:00,20.4,20.40324819575178 
 01/26  05:33:00,20.4,20.403248195751865 
 01/26  05:34:00,20.4,20.40324819575192 
 01/26  05:35:00,20.4,20.403248195751954 
 01/26  05:36:00,20.4,20.403248195751958 
 01/26  05:37:00,20.4,20.403248195751926 
 01/26  05:38:00,20.4,20.40324819575185 
 01/26  05:39:00,20.4,20.403248195751723 
 01/26  05:40:00,20.4,20.40324819575153 
 01/26  05:41:00,20.4,20.40324819575126 
 01/26  05:42:00,20.4,20.4032481957509 
 01/26  05:43:00,20.4,20.403248195750459 
 01/26  05:44:00,20.4,20.403248195749929 
 01/26  05:45:00,20.4,20.403248195749329 
 01/26  05:46:00,20.4,20.403248195748657 
 01/26  05:47:00,20.4,20.403248195747918 
 01/26  05:48:00,20.4,20.40324819574712 
 01/26  05:49:00,20.4,20.403248195746273 
 01/26  05:50:00,20.4,20.403248195745389 
 01/26  05:51:00,20.4,20.40324819574447 
 01/26  05:52:00,20.4,20.403248195743538 
 01/26  05:53:00,20.4,20.403248195742596 
 01/26  05:54:00,20.4,20.403248195741648 
 01/26  05:55:00,20.4,20.4032481957407 
 01/26  05:56:00,20.4,20.403248195739768 
 01/26  05:57:00,20.4,20.403248195738855 
 01/26  05:58:00,20.4,20.403248195737957 
 01/26  05:59:00,20.4,20.40324819573707 
 01/26  06:00:00,20.4,20.40324819573621 
 01/26  06:01:00,20.4,20.403248195735377 
 01/26  06:02:00,20.4,20.403248195734557 
 01/26  06:03:00,20.4,20.403248195733739 
 01/26  06:04:00,20.4,20.403248195732929 
 01/26  06:05:00,20.4,20.403248195732119 
 01/26  06:06:00,20.4,20.403248195731306 
 01/26  06:07:00,20.4,20.40324819573048 
 01/26  06:08:00,20.4,20.40324819572964 
 01/26  06:09:00,20.4,20.40324819572879 
 01/26  06:10:00,20.4,20.403248195727927 
 01/26  06:11:00,20.4,20.403248195727057 
 01/26  06:12:00,20.4,20.403248195726179 
 01/26  06:13:00,20.4,20.4032481957253 
 01/26  06:14:00,20.4,20.403248195724428 
 01/26  06:15:00,20.4,20.403248195723557 
 01/26  06:16:00,20.4,20.40324819572269 
 01/26  06:17:00,20.4,20.403248195721827 
 01/26  06:18:00,20.4,20.403248195720964 
 01/26  06:19:00,20.4,20.403248195720097 
 01/26  06:20:00,20.4,20.40324819571923 
 01/26  06:21:00,20.4,20.40324819571836 
 01/26  06:22:00,20.4,20.40324819571748 
 01/26  06:23:00,20.4,20.40324819571661 
 01/26  06:24:00,20.4,20.40324819571575 
 01/26  06:25:00,20.4,20.403248195714906 
 01/26  06:26:00,20.4,20.403248195714075 
 01/26  06:27:00,20.4,20.403248195713269 
 01/26  06:28:00,20.4,20.403248195712484 
 01/26  06:29:00,20.4,20.403248195711723 
 01/26  06:30:00,20.4,20.403248195710984 
 01/26  06:31:00,20.4,20.40324819571027 
 01/26  06:32:00,20.4,20.403248195709585 
 01/26  06:33:00,20.4,20.403248195708927 
 01/26  06:34:00,20.4,20.4032481957083 
 01/26  06:35:00,20.4,20.403248195707716 
 01/26  06:36:00,20.4,20.403248195707169 
 01/26  06:37:00,20.4,20.403248195706686 
 01/26  06:38:00,20.4,20.403248195706277 
 01/26  06:39:00,20.4,20.403248195705954 
 01/26  06:40:00,20.4,20.40324819570572 
 01/26  06:41:00,20.4,20.4032481957056 
 01/26  06:42:00,20.4,20.403248195705595 
 01/26  06:43:00,20.4,20.4032481957057 
 01/26  06:44:00,20.4,20.40324819570592 
 01/26  06:45:00,20.4,20.403248195706245 
 01/26  06:46:00,20.4,20.40324819570666 
 01/26  06:47:00,20.4,20.40324819570715 
 01/26  06:48:00,20.4,20.403248195707694 
 01/26  06:49:00,20.4,20.40324819570827 
 01/26  06:50:00,20.4,20.403248195708863 
 01/26  06:51:00,20.4,20.40324819570946 
 01/26  06:52:00,20.4,20.403248195710039 
 01/26  06:53:00,20.4,20.403248195710586 
 01/26  06:54:00,20.4,20.403248195711087 
 01/26  06:55:00,20.4,20.403248195711549 
 01/26  06:56:00,20.4,20.403248195711979 
 01/26  06:57:00,20.4,20.403248195712384 
 01/26  06:58:00,20.4,20.403248195712775 
 01/26  06:59:00,20.4,20.403248195713148 
 01/26  07:00:00,20.4,20.40324819571351 
 01/26  07:01:00,20.4,20.403248195713869 
 01/26  07:02:00,20.4,20.403248195714228 
 01/26  07:03:00,20.4,20.40324819571459 
 01/26  07:04:00,20.4,20.403248195714956 
 01/26  07:05:00,20.4,20.40324819571533 
 01/26  07:06:00,20.4,20.40324819571571 
 01/26  07:07:00,20.4,20.40324819571609 
 01/26  07:08:00,20.4,20.40324819571646 
 01/26  07:09:00,20.4,20.403248195716836 
 01/26  07:10:00,20.4,20.403248195717209 
 01/26  07:11:00,20.4,20.403248195717585 
 01/26  07:12:00,20.4,20.40324819571798 
 01/26  07:13:00,20.4,20.403248195718399 
 01/26  07:14:00,20.4,20.40324819571885 
 01/26  07:15:00,20.4,20.403248195719337 
 01/26  07:16:00,20.4,20.403248195719855 
 01/26  07:17:00,20.4,20.4032481957204 
 01/26  07:18:00,20.4,20.403248195720957 
 01/26  07:19:00,20.4,20.403248195721504 
 01/26  07:20:00,20.4,20.403248195722044 
 01/26  07:21:00,20.4,20.403248195722559 
 01/26  07:22:00,20.4,20.403248195723039 
 01/26  07:23:00,20.4,20.403248195723476 
 01/26  07:24:00,20.4,20.40324819572386 
 01/26  07:25:00,20.4,20.40324819572419 
 01/26  07:26:00,20.4,20.40324819572446 
 01/26  07:27:00,20.4,20.403248195724655 
 01/26  07:28:00,20.4,20.40324819572477 
 01/26  07:29:00,20.4,20.403248195724815 
 01/26  07:30:00,20.4,20.403248195724779 
 01/26  07:31:00,20.4,20.40324819572467 
 01/26  07:32:00,20.4,20.4032481957245 
 01/26  07:33:00,20.4,20.40324819572428 
 01/26  07:34:00,20.4,20.403248195724026 
 01/26  07:35:00,20.4,20.40324819572375 
 01/26  07:36:00,20.4,20.403248195723465 
 01/26  07:37:00,20.4,20.403248195723159 
 01/26  07:38:00,20.4,20.40324819572283 
 01/26  07:39:00,20.4,20.403248195722477 
 01/26  07:40:00,20.4,20.40324819572208 
 01/26  07:41:00,20.4,20.40324819572164 
 01/26  07:42:00,20.4,20.40324819572115 
 01/26  07:43:00,20.4,20.40324819572061 
 01/26  07:44:00,20.4,20.40324819572002 
 01/26  07:45:00,20.4,20.403248195719369 
 01/26  07:46:00,20.4,20.403248195718658 
 01/26  07:47:00,20.4,20.403248195717898 
 01/26  07:48:00,20.4,20.403248195717095 
 01/26  07:49:00,20.4,20.403248195716249 
 01/26  07:50:00,20.4,20.40324819571537 
 01/26  07:51:00,20.4,20.40324819571447 
 01/26  07:52:00,20.4,20.40324819571355 
 01/26  07:53:00,20.4,20.403248195712629 
 01/26  07:54:00,20.4,20.403248195711698 
 01/26  07:55:00,20.4,20.403248195710764 
 01/26  07:56:00,20.4,20.40324819570983 
 01/26  07:57:00,20.4,20.403248195708885 
 01/26  07:58:00,20.4,20.403248195707943 
 01/26  07:59:00,20.4,20.403248195707016 
 01/26  08:00:00,20.4,20.403248195706106 
 01/26  08:01:00,20.4,20.403248195705229 
 01/26  08:02:00,20.4,20.403248195704376 
 01/26  08:03:00,20.4,20.403248195703559 
 01/26  08:04:00,20.4,20.403248195702778 
 01/26  08:05:00,20.4,20.403248195702028 
 01/26  08:06:00,20.4,20.4032481957013 
 01/26  08:07:00,20.4,20.403248195700589 
 01/26  08:08:00,20.4,20.40324819569989 
 01/26  08:09:00,20.4,20.403248195699189 
 01/26  08:10:00,20.4,20.40324819569846 
 01/26  08:11:00,20.4,20.403248195697704 
 01/26  08:12:00,20.4,20.40324819569691 
 01/26  08:13:00,20.4,20.403248195696077 
 01/26  08:14:00,20.4,20.40324819569519 
 01/26  08:15:00,20.4,20.403248195694265 
 01/26  08:16:00,20.4,20.403248195693299 
 01/26  08:17:00,20.4,20.403248195692293 
 01/26  08:18:00,20.4,20.40324819569125 
 01/26  08:19:00,20.4,20.403248195690194 
 01/26  08:20:00,20.4,20.403248195689124 
 01/26  08:21:00,20.4,20.40324819568807 
 01/26  08:22:00,20.4,20.403248195687053 
 01/26  08:23:00,20.4,20.403248195686076 
 01/26  08:24:00,20.4,20.403248195685149 
 01/26  08:25:00,20.4,20.40324819568427 
 01/26  08:26:00,20.4,20.40324819568345 
 01/26  08:27:00,20.4,20.403248195682694 
 01/26  08:28:00,20.4,20.403248195682 
 01/26  08:29:00,20.4,20.403248195681365 
 01/26  08:30:00,20.4,20.403248195680786 
 01/26  08:31:00,20.4,20.40324819568026 
 01/26  08:32:00,20.4,20.403248195679784 
 01/26  08:33:00,20.4,20.403248195679358 
 01/26  08:34:00,20.4,20.403248195678964 
 01/26  08:35:00,20.4,20.403248195678587 
 01/26  08:36:00,20.4,20.40324819567822 
 01/26  08:37:00,20.4,20.403248195677855 
 01/26  08:38:00,20.4,20.40324819567747 
 01/26  08:39:00,20.4,20.403248195677059 
 01/26  08:40:00,20.4,20.403248195676619 
 01/26  08:41:00,20.4,20.403248195676157 
 01/26  08:42:00,20.4,20.403248195675685 
 01/26  08:43:00,20.4,20.403248195675208 
 01/26  08:44:00,20.4,20.403248195674743 
 01/26  08:45:00,20.4,20.403248195674285 
 01/26  08:46:00,20.4,20.403248195673844 
 01/26  08:47:00,20.4,20.403248195673425 
 01/26  08:48:00,20.4,20.403248195673038 
 01/26  08:49:00,20.4,20.403248195672693 
 01/26  08:50:00,20.4,20.403248195672395 
 01/26  08:51:00,20.4,20.40324819567214 
 01/26  08:52:00,20.4,20.403248195671947 
 01/26  08:53:00,20.4,20.40324819567182 
 01/26  08:54:00,20.4,20.403248195671769 
 01/26  08:55:00,20.4,20.403248195671787 
 01/26  08:56:00,20.4,20.403248195671865 
 01/26  08:57:00,20.4,20.403248195671997 
 01/26  08:58:00,20.4,20.403248195672157 
 01/26  08:59:00,20.4,20.403248195672334 
 01/26  09:00:00,20.4,20.403248195672498 
 01/26  09:01:00,20.4,20.40324819567264 
 01/26  09:02:00,20.4,20.403248195672754 
 01/26  09:03:00,20.4,20.403248195672828 
 01/26  09:04:00,20.4,20.40324819567286 
 01/26  09:05:00,20.4,20.40324819567284 
 01/26  09:06:00,20.4,20.403248195672786 
 01/26  09:07:00,20.4,20.403248195672693 
 01/26  09:08:00,20.4,20.403248195672565 
 01/26  09:09:00,20.4,20.403248195672409 
 01/26  09:10:00,20.4,20.403248195672217 
 01/26  09:11:00,20.4,20.40324819567199 
 01/26  09:12:00,20.4,20.403248195671734 
 01/26  09:13:00,20.4,20.40324819567146 
 01/26  09:14:00,20.4,20.403248195671176 
 01/26  09:15:00,20.4,20.403248195670885 
 01/26  09:16:00,20.4,20.4032481956706 
 01/26  09:17:00,20.4,20.40324819567033 
 01/26  09:18:00,20.4,20.403248195670085 
 01/26  09:19:00,20.4,20.403248195669855 
 01/26  09:20:00,20.4,20.403248195669645 
 01/26  09:21:00,20.4,20.403248195669453 
 01/26  09:22:00,20.4,20.40324819566928 
 01/26  09:23:00,20.4,20.403248195669126 
 01/26  09:24:00,20.4,20.403248195668973 
 01/26  09:25:00,20.4,20.40324819566882 
 01/26  09:26:00,20.4,20.403248195668668 
 01/26  09:27:00,20.4,20.403248195668515 
 01/26  09:28:00,20.4,20.403248195668359 
 01/26  09:29:00,20.4,20.403248195668199 
 01/26  09:30:00,20.4,20.40324819566803 
 01/26  09:31:00,20.4,20.40324819566785 
 01/26  09:32:00,20.4,20.403248195667655 
 01/26  09:33:00,20.4,20.40324819566745 
 01/26  09:34:00,20.4,20.403248195667254 
 01/26  09:35:00,20.4,20.403248195667066 
 01/26  09:36:00,20.4,20.403248195666884 
 01/26  09:37:00,20.4,20.403248195666707 
 01/26  09:38:00,20.4,20.40324819566653 
 01/26  09:39:00,20.4,20.40324819566635 
 01/26  09:40:00,20.4,20.403248195666174 
 01/26  09:41:00,20.4,20.40324819566599 
 01/26  09:42:00,20.4,20.4032481956658 
 01/26  09:43:00,20.4,20.403248195665598 
 01/26  09:44:00,20.4,20.403248195665378 
 01/26  09:45:00,20.4,20.40324819566514 
 01/26  09:46:00,20.4,20.40324819566489 
 01/26  09:47:00,20.4,20.403248195664639 
 01/26  09:48:00,20.4,20.403248195664387 
 01/26  09:49:00,20.4,20.40324819566414 
 01/26  09:50:00,20.4,20.403248195663914 
 01/26  09:51:00,20.4,20.403248195663705 
 01/26  09:52:00,20.4,20.403248195663509 
 01/26  09:53:00,20.4,20.403248195663328 
 01/26  09:54:00,20.4,20.40324819566316 
 01/26  09:55:00,20.4,20.40324819566299 
 01/26  09:56:00,20.4,20.40324819566282 
 01/26  09:57:00,20.4,20.403248195662639 
 01/26  09:58:00,20.4,20.403248195662447 
 01/26  09:59:00,20.4,20.40324819566224 
 01/26  10:00:00,20.4,20.403248195662017 
 01/26  10:01:00,20.4,20.40324819566177 
 01/26  10:02:00,20.4,20.403248195661506 
 01/26  10:03:00,20.4,20.403248195661214 
 01/26  10:04:00,20.4,20.403248195660887 
 01/26  10:05:00,20.4,20.403248195660518 
 01/26  10:06:00,20.4,20.403248195660109 
 01/26  10:07:00,20.4,20.403248195659658 
 01/26  10:08:00,20.4,20.40324819565918 
 01/26  10:09:00,20.4,20.40324819565869 
 01/26  10:10:00,20.4,20.403248195658195 
 01/26  10:11:00,20.4,20.403248195657697 
 01/26  10:12:00,20.4,20.403248195657196 
 01/26  10:13:00,20.4,20.403248195656699 
 01/26  10:14:00,20.4,20.40324819565621 
 01/26  10:15:00,20.4,20.403248195655754 
 01/26  10:16:00,20.4,20.403248195655335 
 01/26  10:17:00,20.4,20.403248195654947 
 01/26  10:18:00,20.4,20.40324819565461 
 01/26  10:19:00,20.4,20.403248195654329 
 01/26  10:20:00,20.4,20.403248195654116 
 01/26  10:21:00,20.4,20.403248195653967 
 01/26  10:22:00,20.4,20.403248195653889 
 01/26  10:23:00,20.4,20.403248195653885 
 01/26  10:24:00,20.4,20.403248195653956 
 01/26  10:25:00,20.4,20.403248195654098 
 01/26  10:26:00,20.4,20.403248195654308 
 01/26  10:27:00,20.4,20.403248195654585 
 01/26  10:28:00,20.4,20.403248195654926 
 01/26  10:29:00,20.4,20.403248195655317 
 01/26  10:30:00,20.4,20.403248195655757 
 01/26  10:31:00,20.4,20.403248195656237 
 01/26  10:32:00,20.4,20.40324819565675 
 01/26  10:33:00,20.4,20.40324819565729 
 01/26  10:34:00,20.4,20.403248195657857 
 01/26  10:35:00,20.4,20.40324819565843 
 01/26  10:36:00,20.4,20.403248195659 
 01/26  10:37:00,20.4,20.403248195659555 
 01/26  10:38:00,20.4,20.40324819566007 
 01/26  10:39:00,20.4,20.403248195660529 
 01/26  10:40:00,20.4,20.403248195660927 
 01/26  10:41:00,20.4,20.40324819566125 
 01/26  10:42:00,20.4,20.403248195661499 
 01/26  10:43:00,20.4,20.403248195661669 
 01/26  10:44:00,20.4,20.403248195661754 
 01/26  10:45:00,20.4,20.403248195661769 
 01/26  10:46:00,20.4,20.40324819566171 
 01/26  10:47:00,20.4,20.40324819566158 
 01/26  10:48:00,20.4,20.40324819566138 
 01/26  10:49:00,20.4,20.40324819566112 
 01/26  10:50:00,20.4,20.403248195660795 
 01/26  10:51:00,20.4,20.403248195660408 
 01/26  10:52:00,20.4,20.403248195659967 
 01/26  10:53:00,20.4,20.403248195659474 
 01/26  10:54:00,20.4,20.40324819565893 
 01/26  10:55:00,20.4,20.403248195658333 
 01/26  10:56:00,20.4,20.403248195657686 
 01/26  10:57:00,20.4,20.403248195657008 
 01/26  10:58:00,20.4,20.403248195656308 
 01/26  10:59:00,20.4,20.4032481956556 
 01/26  11:00:00,20.4,20.403248195654894 
 01/26  11:01:00,20.4,20.403248195654198 
 01/26  11:02:00,20.4,20.403248195653537 
 01/26  11:03:00,20.4,20.40324819565292 
 01/26  11:04:00,20.4,20.403248195652365 
 01/26  11:05:00,20.4,20.40324819565187 
 01/26  11:06:00,20.4,20.403248195651455 
 01/26  11:07:00,20.4,20.40324819565112 
 01/26  11:08:00,20.4,20.40324819565087 
 01/26  11:09:00,20.4,20.4032481956507 
 01/26  11:10:00,20.4,20.4032481956506 
 01/26  11:11:00,20.4,20.40324819565057 
 01/26  11:12:00,20.4,20.4032481956506 
 01/26  11:13:00,20.4,20.403248195650688 
 01/26  11:14:00,20.4,20.40324819565083 
 01/26  11:15:00,20.4,20.403248195651025 
 01/26  11:16:00,20.4,20.403248195651274 
 01/26  11:17:00,20.4,20.403248195651565 
 01/26  11:18:00,20.4,20.40324819565189 
 01/26  11:19:00,20.4,20.40324819565224 
 01/26  11:20:00,20.4,20.403248195652606 
 01/26  11:21:00,20.4,20.403248195652979 
 01/26  11:22:00,20.4,20.403248195653359 
 01/26  11:23:00,20.4,20.40324819565374 
 01/26  11:24:00,20.4,20.403248195654127 
 01/26  11:25:00,20.4,20.40324819565451 
 01/26  11:26:00,20.4,20.403248195654894 
 01/26  11:27:00,20.4,20.403248195655274 
 01/26  11:28:00,20.4,20.403248195655647 
 01/26  11:29:00,20.4,20.403248195656017 
 01/26  11:30:00,20.4,20.403248195656379 
 01/26  11:31:00,20.4,20.403248195656745 
 01/26  11:32:00,20.4,20.403248195657107 
 01/26  11:33:00,20.4,20.40324819565748 
 01/26  11:34:00,20.4,20.403248195657864 
 01/26  11:35:00,20.4,20.403248195658266 
 01/26  11:36:00,20.4,20.403248195658678 
 01/26  11:37:00,20.4,20.403248195659086 
 01/26  11:38:00,20.4,20.40324819565948 
 01/26  11:39:00,20.4,20.40324819565985 
 01/26  11:40:00,20.4,20.403248195660184 
 01/26  11:41:00,20.4,20.403248195660479 
 01/26  11:42:00,20.4,20.403248195660735 
 01/26  11:43:00,20.4,20.403248195660955 
 01/26  11:44:00,20.4,20.403248195661154 
 01/26  11:45:00,20.4,20.403248195661339 
 01/26  11:46:00,20.4,20.403248195661527 
 01/26  11:47:00,20.4,20.403248195661715 
 01/26  11:48:00,20.4,20.40324819566191 
 01/26  11:49:00,20.4,20.40324819566212 
 01/26  11:50:00,20.4,20.40324819566234 
 01/26  11:51:00,20.4,20.40324819566256 
 01/26  11:52:00,20.4,20.403248195662785 
 01/26  11:53:00,20.4,20.403248195663016 
 01/26  11:54:00,20.4,20.40324819566325 
 01/26  11:55:00,20.4,20.40324819566348 
 01/26  11:56:00,20.4,20.4032481956637 
 01/26  11:57:00,20.4,20.40324819566392 
 01/26  11:58:00,20.4,20.40324819566414 
 01/26  11:59:00,20.4,20.40324819566437 
 01/26  12:00:00,20.4,20.403248195664625 
 01/26  12:01:00,20.4,20.40324819566491 
 01/26  12:02:00,20.4,20.40324819566525 
 01/26  12:03:00,20.4,20.40324819566566 
 01/26  12:04:00,20.4,20.40324819566616 
 01/26  12:05:00,20.4,20.403248195666746 
 01/26  12:06:00,20.4,20.403248195667417 
 01/26  12:07:00,20.4,20.403248195668174 
 01/26  12:08:00,20.4,20.403248195668998 
 01/26  12:09:00,20.4,20.40324819566988 
 01/26  12:10:00,20.4,20.40324819567081 
 01/26  12:11:00,20.4,20.40324819567177 
 01/26  12:12:00,20.4,20.403248195672768 
 01/26  12:13:00,20.4,20.403248195673784 
 01/26  12:14:00,20.4,20.403248195674814 
 01/26  12:15:00,20.4,20.403248195675844 
 01/26  12:16:00,20.4,20.403248195676857 
 01/26  12:17:00,20.4,20.403248195677845 
 01/26  12:18:00,20.4,20.40324819567879 
 01/26  12:19:00,20.4,20.403248195679688 
 01/26  12:20:00,20.4,20.40324819568052 
 01/26  12:21:00,20.4,20.40324819568127 
 01/26  12:22:00,20.4,20.40324819568195 
 01/26  12:23:00,20.4,20.40324819568254 
 01/26  12:24:00,20.4,20.403248195683049 
 01/26  12:25:00,20.4,20.40324819568346 
 01/26  12:26:00,20.4,20.40324819568377 
 01/26  12:27:00,20.4,20.40324819568397 
 01/26  12:28:00,20.4,20.403248195684076 
 01/26  12:29:00,20.4,20.40324819568408 
 01/26  12:30:00,20.4,20.403248195683984 
 01/26  12:31:00,20.4,20.403248195683795 
 01/26  12:32:00,20.4,20.403248195683525 
 01/26  12:33:00,20.4,20.403248195683184 
 01/26  12:34:00,20.4,20.403248195682779 
 01/26  12:35:00,20.4,20.403248195682325 
 01/26  12:36:00,20.4,20.40324819568183 
 01/26  12:37:00,20.4,20.403248195681308 
 01/26  12:38:00,20.4,20.403248195680758 
 01/26  12:39:00,20.4,20.403248195680189 
 01/26  12:40:00,20.4,20.403248195679607 
 01/26  12:41:00,20.4,20.403248195679006 
 01/26  12:42:00,20.4,20.403248195678385 
 01/26  12:43:00,20.4,20.403248195677738 
 01/26  12:44:00,20.4,20.403248195677067 
 01/26  12:45:00,20.4,20.403248195676363 
 01/26  12:46:00,20.4,20.40324819567563 
 01/26  12:47:00,20.4,20.403248195674878 
 01/26  12:48:00,20.4,20.40324819567411 
 01/26  12:49:00,20.4,20.403248195673336 
 01/26  12:50:00,20.4,20.403248195672565 
 01/26  12:51:00,20.4,20.403248195671816 
 01/26  12:52:00,20.4,20.40324819567109 
