Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](TimeStep) 
 01/25  06:23:00,20.4,19.305833670878657 
 01/25  06:24:00,20.4,19.3058336708784 
 01/25  06:25:00,20.4,19.30583367087813 
 01/25  06:26:00,20.4,19.30583367087785 
 01/25  06:27:00,20.4,19.305833670877573 
 01/25  06:28:00,20.4,19.305833670877307 
 01/25  06:29:00,20.4,19.30583367087706 
 01/25  06:30:00,20.4,19.305833670876848 
 01/25  06:31:00,20.4,19.30583367087667 
 01/25  06:32:00,20.4,19.305833670876536 
 01/25  06:33:00,20.4,19.30583367087643 
 01/25  06:34:00,20.4,19.30583367087636 
 01/25  06:35:00,20.4,19.30583367087632 
 01/25  06:36:00,20.4,19.305833670876305 
 01/25  06:37:00,20.4,19.305833670876305 
 01/25  06:38:00,20.4,19.30583367087632 
 01/25  06:39:00,20.4,19.30583367087635 
 01/25  06:40:00,20.4,19.30583367087639 
 01/25  06:41:00,20.4,19.305833670876447 
 01/25  06:42:00,20.4,19.305833670876525 
 01/25  06:43:00,20.4,19.30583367087663 
 01/25  06:44:00,20.4,19.305833670876774 
 01/25  06:45:00,20.4,19.305833670876955 
 01/25  06:46:00,20.4,19.305833670877175 
 01/25  06:47:00,20.4,19.30583367087742 
 01/25  06:48:00,20.4,19.305833670877694 
 01/25  06:49:00,20.4,19.305833670877989 
 01/25  06:50:00,20.4,19.305833670878287 
 01/25  06:51:00,20.4,19.30583367087857 
 01/25  06:52:00,20.4,19.305833670878834 
 01/25  06:53:00,20.4,19.305833670879065 
 01/25  06:54:00,20.4,19.305833670879254 
 01/25  06:55:00,20.4,19.305833670879399 
 01/25  06:56:00,20.4,19.3058336708795 
 01/25  06:57:00,20.4,19.30583367087956 
 01/25  06:58:00,20.4,19.30583367087957 
 01/25  06:59:00,20.4,19.305833670879527 
 01/25  07:00:00,20.4,19.30583367087943 
 01/25  07:01:00,20.4,19.305833670879279 
 01/25  07:02:00,20.4,19.30583367087907 
 01/25  07:03:00,20.4,19.305833670878827 
 01/25  07:04:00,20.4,19.305833670878543 
 01/25  07:05:00,20.4,19.30583367087823 
 01/25  07:06:00,20.4,19.305833670877907 
 01/25  07:07:00,20.4,19.305833670877577 
 01/25  07:08:00,20.4,19.305833670877253 
 01/25  07:09:00,20.4,19.305833670876948 
 01/25  07:10:00,20.4,19.30583367087666 
 01/25  07:11:00,20.4,19.305833670876394 
 01/25  07:12:00,20.4,19.305833670876149 
 01/25  07:13:00,20.4,19.305833670875925 
 01/25  07:14:00,20.4,19.30583367087571 
 01/25  07:15:00,20.4,19.30583367087551 
 01/25  07:16:00,20.4,19.305833670875317 
 01/25  07:17:00,20.4,19.305833670875125 
 01/25  07:18:00,20.4,19.305833670874934 
 01/25  07:19:00,20.4,19.305833670874745 
 01/25  07:20:00,20.4,19.30583367087455 
 01/25  07:21:00,20.4,19.305833670874347 
 01/25  07:22:00,20.4,19.305833670874138 
 01/25  07:23:00,20.4,19.30583367087392 
 01/25  07:24:00,20.4,19.30583367087369 
 01/25  07:25:00,20.4,19.305833670873449 
 01/25  07:26:00,20.4,19.30583367087319 
 01/25  07:27:00,20.4,19.305833670872926 
 01/25  07:28:00,20.4,19.305833670872649 
 01/25  07:29:00,20.4,19.30583367087237 
 01/25  07:30:00,20.4,19.30583367087209 
 01/25  07:31:00,20.4,19.305833670871825 
 01/25  07:32:00,20.4,19.30583367087157 
 01/25  07:33:00,20.4,19.305833670871338 
 01/25  07:34:00,20.4,19.30583367087112 
 01/25  07:35:00,20.4,19.305833670870919 
 01/25  07:36:00,20.4,19.30583367087074 
 01/25  07:37:00,20.4,19.30583367087058 
 01/25  07:38:00,20.4,19.30583367087043 
 01/25  07:39:00,20.4,19.305833670870287 
 01/25  07:40:00,20.4,19.30583367087014 
 01/25  07:41:00,20.4,19.305833670869988 
 01/25  07:42:00,20.4,19.305833670869828 
 01/25  07:43:00,20.4,19.305833670869654 
 01/25  07:44:00,20.4,19.305833670869469 
 01/25  07:45:00,20.4,19.305833670869274 
 01/25  07:46:00,20.4,19.305833670869068 
 01/25  07:47:00,20.4,19.305833670868866 
 01/25  07:48:00,20.4,19.30583367086867 
 01/25  07:49:00,20.4,19.305833670868496 
 01/25  07:50:00,20.4,19.30583367086834 
 01/25  07:51:00,20.4,19.305833670868208 
 01/25  07:52:00,20.4,19.3058336708681 
 01/25  07:53:00,20.4,19.305833670868016 
 01/25  07:54:00,20.4,19.305833670867938 
 01/25  07:55:00,20.4,19.30583367086786 
 01/25  07:56:00,20.4,19.305833670867778 
 01/25  07:57:00,20.4,19.30583367086769 
 01/25  07:58:00,20.4,19.305833670867597 
 01/25  07:59:00,20.4,19.305833670867498 
 01/25  08:00:00,20.4,19.3058336708674 
 01/25  08:01:00,20.4,19.30583367086731 
 01/25  08:02:00,20.4,19.30583367086723 
 01/25  08:03:00,20.4,19.30583367086717 
 01/25  08:04:00,20.4,19.30583367086713 
 01/25  08:05:00,20.4,19.305833670867128 
 01/25  08:06:00,20.4,19.305833670867153 
 01/25  08:07:00,20.4,19.305833670867214 
 01/25  08:08:00,20.4,19.305833670867306 
 01/25  08:09:00,20.4,19.305833670867444 
 01/25  08:10:00,20.4,19.30583367086762 
 01/25  08:11:00,20.4,19.305833670867828 
 01/25  08:12:00,20.4,19.305833670868059 
 01/25  08:13:00,20.4,19.305833670868318 
 01/25  08:14:00,20.4,19.3058336708686 
 01/25  08:15:00,20.4,19.305833670868908 
 01/25  08:16:00,20.4,19.305833670869224 
 01/25  08:17:00,20.4,19.305833670869548 
 01/25  08:18:00,20.4,19.305833670869867 
 01/25  08:19:00,20.4,19.305833670870169 
 01/25  08:20:00,20.4,19.305833670870446 
 01/25  08:21:00,20.4,19.30583367087069 
 01/25  08:22:00,20.4,19.30583367087089 
 01/25  08:23:00,20.4,19.30583367087104 
 01/25  08:24:00,20.4,19.30583367087113 
 01/25  08:25:00,20.4,19.305833670871164 
 01/25  08:26:00,20.4,19.305833670871139 
 01/25  08:27:00,20.4,19.30583367087106 
 01/25  08:28:00,20.4,19.30583367087093 
 01/25  08:29:00,20.4,19.30583367087076 
 01/25  08:30:00,20.4,19.30583367087056 
 01/25  08:31:00,20.4,19.30583367087034 
 01/25  08:32:00,20.4,19.30583367087011 
 01/25  08:33:00,20.4,19.305833670869896 
 01/25  08:34:00,20.4,19.305833670869704 
 01/25  08:35:00,20.4,19.305833670869548 
