Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/29  07:18:00,20.399999999874689,20.4,20.39999999999552,20.39999999987241,13.0,2.6650457130017455e-10,-2.63822130364133e-10,20.399999999875239,20.39999999987546,2.0,-5.039737516199239e-12,1.0154908522963525e-9,20.39999999987241,20.39999999999552,6.6,6.877778560010482e-11,-7.358016773650888e-11,20.4,20.399999999874689,20.399999999874479 
 01/29  07:19:00,20.399999999874479,20.4,20.39999999999564,20.399999999872159,13.0,2.593188810351421e-10,-2.568965555838076e-10,20.399999999875019,20.399999999875239,2.0,-4.942194209434093e-12,1.0154908522963525e-9,20.399999999872159,20.39999999999564,6.6,7.006535724940476e-11,-7.614880814799107e-11,20.4,20.399999999874479,20.39999999987426 
 01/29  07:20:00,20.39999999987426,20.4,20.399999999995737,20.399999999871829,13.0,2.53612597589381e-10,-2.5117401492025239e-10,20.399999999874799,20.399999999875019,2.0,-4.909679773845711e-12,9.98843461275101e-10,20.399999999871829,20.399999999995737,6.6,7.349888164753792e-11,-8.125357453536707e-11,20.399999999999996,20.39999999987426,20.399999999874035 
 01/29  07:21:00,20.399999999874035,20.4,20.39999999999581,20.39999999987142,13.0,2.489630333002424e-10,-2.4730479708523489e-10,20.39999999987458,20.399999999874799,2.0,-5.007223080610857e-12,9.98843461275101e-10,20.39999999987142,20.39999999999581,6.6,7.897106115706264e-11,-8.843926480039954e-11,20.4,20.399999999874035,20.39999999987378 
 01/29  07:22:00,20.39999999987378,20.4,20.399999999995857,20.39999999987094,13.0,2.4642690732434855e-10,-2.452889020787552e-10,20.399999999874355,20.39999999987458,2.0,-5.2348241297295324e-12,1.0487856343388558e-9,20.39999999987094,20.399999999995857,6.6,8.583810995332896e-11,-9.692553248896728e-11,20.399999999999996,20.399999999873786,20.399999999873505 
 01/29  07:23:00,20.399999999873505,20.4,20.399999999995879,20.399999999870404,13.0,2.4494750050507717e-10,-2.4444352675345725e-10,20.399999999874109,20.399999999874355,2.0,-5.527454050024972e-12,1.1153751984238627e-9,20.399999999870404,20.399999999995879,6.6,9.367083748657021e-11,-1.0625717550283297e-10,20.399999999999996,20.399999999873509,20.399999999873204 
 01/29  07:24:00,20.399999999873204,20.4,20.399999999995889,20.39999999986982,13.0,2.443134690111037e-10,-2.43825752477278e-10,20.39999999987385,20.399999999874109,2.0,-5.917627277085558e-12,1.1819647625088693e-9,20.39999999986982,20.399999999995889,6.6,1.0214735084446146e-10,-1.1555630408111028e-10,20.399999999999996,20.399999999873207,20.399999999872866 
 01/29  07:25:00,20.399999999872866,20.4,20.399999999995904,20.399999999869228,13.0,2.4346809368580579e-10,-2.431104348943336e-10,20.399999999873566,20.39999999987385,2.0,-6.405343810911291e-12,1.2984964996576312e-9,20.399999999869228,20.399999999995904,6.6,1.0987278074026106e-10,-1.2361988410702906e-10,20.399999999999996,20.399999999872866,20.399999999872504 
 01/29  07:26:00,20.399999999872504,20.4,20.399999999995918,20.399999999868663,13.0,2.426227183605078e-10,-2.4226505956903566e-10,20.39999999987326,20.399999999873566,2.0,-6.925574780325406e-12,1.398380845785141e-9,20.399999999868663,20.399999999995918,6.6,1.1598874607443575e-10,-1.2908230928587726e-10,20.399999999999996,20.399999999872504,20.399999999872123 
 01/29  07:27:00,20.399999999872123,20.4,20.399999999995928,20.399999999868166,13.0,2.419886868665344e-10,-2.4161477085726799e-10,20.399999999872933,20.39999999987326,2.0,-7.41329131415114e-12,1.4982651919126512e-9,20.399999999868166,20.399999999995928,6.6,1.1952956811001057e-10,-1.313908342126524e-10,20.399999999999996,20.399999999872123,20.39999999987173 
 01/29  07:28:00,20.39999999987173,20.4,20.399999999995928,20.399999999867736,13.0,2.419886868665344e-10,-2.418098574707983e-10,20.39999999987259,20.399999999872933,2.0,-7.868493412388489e-12,1.564854755997658e-9,20.399999999867736,20.399999999995928,6.6,1.2070984212186885e-10,-1.30675516629708e-10,20.4,20.399999999871729,20.399999999871338 
 01/29  07:29:00,20.399999999871338,20.4,20.39999999999591,20.39999999986738,13.0,2.432567498544813e-10,-2.4372820917051285e-10,20.399999999872234,20.39999999987259,2.0,-8.19363776827231e-12,1.6480917111039164e-9,20.39999999986738,20.39999999999591,6.6,1.1952956811001057e-10,-1.2781424629793036e-10,20.399999999999996,20.399999999871335,20.399999999870955 
 01/29  07:30:00,20.399999999870955,20.4,20.399999999995847,20.399999999867086,13.0,2.4684959498699755e-10,-2.4805262910376768e-10,20.399999999871868,20.399999999872234,2.0,-8.356209946214223e-12,1.664739102125168e-9,20.399999999867086,20.399999999995847,6.6,1.1684712717396906e-10,-1.235548552358523e-10,20.4,20.399999999870948,20.399999999870585 
 01/29  07:31:00,20.399999999870585,20.4,20.399999999995744,20.39999999986685,13.0,2.5318990992673208e-10,-2.553033482399769e-10,20.399999999871498,20.399999999871868,2.0,-8.356209946214223e-12,1.6980338841676715e-9,20.39999999986685,20.399999999995744,6.6,1.1276981695118591e-10,-1.1848260328406468e-10,20.4,20.399999999870589,20.39999999987023 
 01/29  07:32:00,20.39999999987023,20.4,20.399999999995594,20.399999999866659,13.0,2.620663508423604e-10,-2.6554539545031729e-10,20.39999999987113,20.399999999871498,2.0,-8.258666639449076e-12,1.664739102125168e-9,20.399999999866659,20.399999999995594,6.6,1.078341256288695e-10,-1.124024038290372e-10,20.399999999999996,20.39999999987023,20.399999999869899 
 01/29  07:33:00,20.399999999869899,20.4,20.399999999995388,20.399999999866524,13.0,2.7411294922785598e-10,-2.790063717839075e-10,20.39999999987078,20.39999999987113,2.0,-8.063580025918783e-12,1.614796929061413e-9,20.399999999866524,20.399999999995388,6.6,1.0193275556957814e-10,-1.0498911251488607e-10,20.4,20.399999999869896,20.399999999869594 
 01/29  07:34:00,20.399999999869594,20.4,20.399999999995126,20.39999999986646,13.0,2.899637365771923e-10,-2.9607645046780817e-10,20.399999999870439,20.39999999987078,2.0,-7.738435670034962e-12,1.564854755997658e-9,20.39999999986646,20.399999999995126,6.6,9.463651622354518e-11,-9.611267159925773e-11,20.4,20.399999999869594,20.399999999869317 
 01/29  07:35:00,20.399999999869317,20.4,20.3999999999948,20.39999999986646,13.0,3.0919602522772036e-10,-3.164630015817238e-10,20.399999999870116,20.399999999870439,2.0,-7.315748007385993e-12,1.4816178008913997e-9,20.39999999986646,20.3999999999948,6.6,8.62673005030956e-11,-8.61307398736244e-11,20.4,20.39999999986932,20.39999999986906 
 01/29  07:36:00,20.39999999986906,20.4,20.39999999999444,20.399999999866517,13.0,3.307530960228177e-10,-3.390930487512378e-10,20.399999999869814,20.399999999870116,2.0,-6.893060344737024e-12,1.3817334547638895e-9,20.399999999866517,20.39999999999444,6.6,7.682510840822942e-11,-7.57261204853421e-11,20.4,20.39999999986906,20.399999999868837 
 01/29  07:37:00,20.399999999868837,20.4,20.39999999999406,20.3999999998666,13.0,3.5336688597453756e-10,-3.620482402766356e-10,20.399999999869534,20.399999999869814,2.0,-6.372829375322909e-12,1.2818491086363794e-9,20.3999999998666,20.39999999999406,6.6,6.749021395080489e-11,-6.545155883941333e-11,20.4,20.399999999868837,20.399999999868649 
 01/29  07:38:00,20.399999999868649,20.4,20.399999999993694,20.399999999866716,13.0,3.7513530060095946e-10,-3.833126811514375e-10,20.399999999869278,20.399999999869534,2.0,-5.7550550991436475e-12,1.1653173714876177e-9,20.399999999866716,20.399999999993694,6.6,5.836991476826368e-11,-5.60223725187825e-11,20.4,20.39999999986865,20.399999999868496 
 01/29  07:39:00,20.399999999868496,20.4,20.399999999993378,20.399999999866833,13.0,3.9394490158883856e-10,-4.012931640318129e-10,20.399999999869054,20.399999999869278,2.0,-5.104766387376004e-12,1.0321382433176043e-9,20.399999999866833,20.399999999993378,6.6,5.021529432269744e-11,-4.769867700815666e-11,20.399999999999996,20.399999999868496,20.399999999868365 
 01/29  07:40:00,20.399999999868365,20.4,20.399999999993118,20.399999999866947,13.0,4.091616574442014e-10,-4.1520934246364049e-10,20.399999999868855,20.399999999869054,2.0,-4.486992111196742e-12,8.989591151475908e-10,20.399999999866947,20.399999999993118,6.6,4.281175733922281e-11,-4.025287125841714e-11,20.4,20.39999999986836,20.399999999868255 
 01/29  07:41:00,20.399999999868255,20.4,20.399999999992926,20.39999999986707,13.0,4.20785568167048e-10,-4.2489864426897839e-10,20.39999999986868,20.399999999868855,2.0,-3.901732270605863e-12,7.990747690200807e-10,20.39999999986707,20.399999999992926,6.6,3.5730113268073177e-11,-3.293712325103115e-11,20.399999999999996,20.399999999868255,20.399999999868166 
 01/29  07:42:00,20.399999999868166,20.4,20.399999999992809,20.39999999986722,13.0,4.275485707694315e-10,-4.3032855501223819e-10,20.39999999986853,20.39999999986868,2.0,-3.3489868656033652e-12,6.825430318713189e-10,20.39999999986722,20.399999999992809,6.6,2.8541171559481877e-11,-2.532874532334972e-11,20.4,20.39999999986816,20.399999999868095 
