Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](TimeStep) 
 01/25  07:51:00,20.4,20.401299819006255 
 01/25  07:52:00,20.4,20.401299819006933 
 01/25  07:53:00,20.4,20.401299819007633 
 01/25  07:54:00,20.4,20.401299819008354 
 01/25  07:55:00,20.4,20.401299819009093 
 01/25  07:56:00,20.4,20.40129981900985 
 01/25  07:57:00,20.4,20.401299819010625 
 01/25  07:58:00,20.4,20.40129981901141 
 01/25  07:59:00,20.4,20.401299819012195 
 01/25  08:00:00,20.4,20.40129981901298 
 01/25  08:01:00,20.4,20.401299819013758 
 01/25  08:02:00,20.4,20.40129981901452 
 01/25  08:03:00,20.4,20.401299819015247 
 01/25  08:04:00,20.4,20.401299819015936 
 01/25  08:05:00,20.4,20.401299819016582 
 01/25  08:06:00,20.4,20.401299819017172 
 01/25  08:07:00,20.4,20.401299819017705 
 01/25  08:08:00,20.4,20.40129981901818 
 01/25  08:09:00,20.4,20.401299819018607 
 01/25  08:10:00,20.4,20.401299819018977 
 01/25  08:11:00,20.4,20.401299819019282 
 01/25  08:12:00,20.4,20.401299819019524 
 01/25  08:13:00,20.4,20.401299819019695 
 01/25  08:14:00,20.4,20.40129981901979 
 01/25  08:15:00,20.4,20.401299819019812 
 01/25  08:16:00,20.4,20.401299819019766 
 01/25  08:17:00,20.4,20.401299819019656 
 01/25  08:18:00,20.4,20.40129981901949 
 01/25  08:19:00,20.4,20.401299819019275 
 01/25  08:20:00,20.4,20.401299819019023 
 01/25  08:21:00,20.4,20.401299819018735 
 01/25  08:22:00,20.4,20.40129981901842 
 01/25  08:23:00,20.4,20.401299819018067 
 01/25  08:24:00,20.4,20.401299819017687 
 01/25  08:25:00,20.4,20.40129981901727 
 01/25  08:26:00,20.4,20.40129981901682 
 01/25  08:27:00,20.4,20.401299819016323 
 01/25  08:28:00,20.4,20.401299819015787 
 01/25  08:29:00,20.4,20.40129981901522 
 01/25  08:30:00,20.4,20.401299819014646 
 01/25  08:31:00,20.4,20.401299819014067 
 01/25  08:32:00,20.4,20.40129981901349 
 01/25  08:33:00,20.4,20.401299819012927 
 01/25  08:34:00,20.4,20.40129981901237 
 01/25  08:35:00,20.4,20.40129981901182 
 01/25  08:36:00,20.4,20.401299819011278 
 01/25  08:37:00,20.4,20.40129981901073 
 01/25  08:38:00,20.4,20.401299819010173 
 01/25  08:39:00,20.4,20.401299819009605 
 01/25  08:40:00,20.4,20.401299819009022 
 01/25  08:41:00,20.4,20.401299819008422 
 01/25  08:42:00,20.4,20.4012998190078 
 01/25  08:43:00,20.4,20.401299819007146 
 01/25  08:44:00,20.4,20.40129981900646 
 01/25  08:45:00,20.4,20.401299819005736 
 01/25  08:46:00,20.4,20.401299819004965 
 01/25  08:47:00,20.4,20.40129981900416 
 01/25  08:48:00,20.4,20.401299819003324 
 01/25  08:49:00,20.4,20.401299819002478 
 01/25  08:50:00,20.4,20.401299819001647 
 01/25  08:51:00,20.4,20.401299819000833 
 01/25  08:52:00,20.4,20.401299819000048 
 01/25  08:53:00,20.4,20.401299818999295 
 01/25  08:54:00,20.4,20.40129981899857 
 01/25  08:55:00,20.4,20.401299818997874 
 01/25  08:56:00,20.4,20.401299818997206 
 01/25  08:57:00,20.4,20.401299818996563 
 01/25  08:58:00,20.4,20.40129981899595 
 01/25  08:59:00,20.4,20.401299818995366 
 01/25  09:00:00,20.4,20.40129981899481 
 01/25  09:01:00,20.4,20.401299818994286 
 01/25  09:02:00,20.4,20.401299818993785 
 01/25  09:03:00,20.4,20.401299818993294 
 01/25  09:04:00,20.4,20.401299818992804 
 01/25  09:05:00,20.4,20.40129981899231 
 01/25  09:06:00,20.4,20.4012998189918 
 01/25  09:07:00,20.4,20.401299818991266 
 01/25  09:08:00,20.4,20.401299818990704 
 01/25  09:09:00,20.4,20.4012998189901 
 01/25  09:10:00,20.4,20.401299818989457 
 01/25  09:11:00,20.4,20.401299818988765 
 01/25  09:12:00,20.4,20.401299818988022 
 01/25  09:13:00,20.4,20.401299818987237 
 01/25  09:14:00,20.4,20.401299818986413 
 01/25  09:15:00,20.4,20.40129981898556 
 01/25  09:16:00,20.4,20.40129981898469 
 01/25  09:17:00,20.4,20.40129981898381 
 01/25  09:18:00,20.4,20.401299818982928 
 01/25  09:19:00,20.4,20.40129981898205 
 01/25  09:20:00,20.4,20.40129981898118 
 01/25  09:21:00,20.4,20.40129981898033 
 01/25  09:22:00,20.4,20.401299818979503 
 01/25  09:23:00,20.4,20.401299818978703 
 01/25  09:24:00,20.4,20.40129981897793 
 01/25  09:25:00,20.4,20.401299818977183 
 01/25  09:26:00,20.4,20.401299818976476 
