Archivo de prueba Laboratorio de Edificaciones Sustentables	Fecha de prueba:	19/02/18	Hora de inicio	4:45 p. m.	Tiempo de prueba	24:00:00	Perfil Cámara Climática	Perfil Temp. Sol-Aire	Perfil Cámara Habitación	Sin aire acondicionado (Temp. variable)																																																		
Tempo entre registros	60	Temperatura máxima	27.9	Hora de temperatura máxima	15:00	Temperatura mínima	15.5	Mes	Enero	Latitud	18.9	Radiación solar difusa (Id)	209.2	Radiación solar directa (Ib)	386.1	Gamma	-90	Absortancia	0.3																																									
Fecha	Hora	Tiempo LabVIEW	Prom. Habitacón	Temp. Obj. Guarda	Promedio Guarda	Temp. Obj. Climática	Prom. Climática	Prom. SC Habitación	Prom. SC Climática	SFC-1 Hab Conv	SFC-2 Hab Rad	SFC-3 CC Conv	Hab Centro V1	Hab Centro V2	Hab Centro V3	Hab Izq V1	Hab Izq V2	Hab Izq V3	Hab Der V1	Hab Der V2	Hab Der V3	Hab MC P1	Hab MC MP2	Hab MC M3	Hab MC M4	Hab MC T5	Hab SC Sup Izq	Hab SC Sup Centro	Hab SC Sup Der	Hab SC Medio Izq	Hab SC Medio Centro	Hab SC Medio Der 	Hab SC Inf Izq	Hab SC Inf Centro	Hab SC Inf Der	Guarda P1	Guarda MP2	Guarda M3	Guarda M4	Guarda T5	CC Centro V1	CC Centro V2	CC Centro V3	CC  Izq V1	CC Izq V2	CC Izq V3	CC Der V1	CC Der V2	CC Der V3	CC SC Sup Der 	CC SC Sup Centro	CC SC Sup Izq	CC SC Medio Der	CC SC Medio Centro	CC SC Medio Izq	CC SC Inf Der	CC SC Inf Centro	CC SC Inf Izq	TP Sup CC	TP Sup Hab
19/02/18	5:04:07 p. m.	3601926247	22.152365	22.152365	22.094003	19.770457	20.552716	22.109177	20.564479	1.150339	1.617412	-5.891098	22.162026	21.734214	22.215888	22.160281	21.981373	21.84848	22.127278	22.104721	22.147144	21.955154	22.531862	22.573021	22.457627	22.134041	22.16855	22.185314	22.099793	22.077651	22.094942	22.11664	22.084931	22.072412	22.082357	21.847716	22.190955	22.032306	22.275757	22.123281	20.274449	20.474689	20.624045	20.507448	20.60853	20.542142	20.662249	20.863082	20.417807	20.579854	20.538561	20.486591	20.619456	20.547306	20.512615	20.614853	20.512048	20.669028	0	22.300785
19/02/18	5:05:07 p. m.	3601926307	22.153394	22.153394	22.251612	19.750572	20.337352	22.107052	20.117295	1.152977	1.626551	4.691811	22.157864	21.736911	22.215413	22.1655	21.98728	21.838589	22.128627	22.111093	22.14758	21.962617	22.520594	22.577467	22.465337	22.132646	22.160257	22.17717	22.0959	22.073985	22.085059	22.109989	22.09366	22.076332	22.091118	22.026618	22.304602	22.17375	22.428662	22.324429	20.17769	20.3603	20.492709	20.354308	20.491816	20.388601	20.216722	20.383708	20.170312	19.971341	20.118561	20.166665	20.074623	20.138264	20.219225	20.015447	20.184941	20.166592	0	22.283221
19/02/18	5:06:07 p. m.	3601926367	22.148902	22.148902	22.118511	19.730707	19.935056	22.089472	19.663219	1.156392	1.666371	7.614109	22.154787	21.723003	22.206943	22.152425	21.97944	21.832765	22.122828	22.091825	22.138557	21.973871	22.515538	22.573362	22.472765	22.146518	22.145468	22.155502	22.086946	22.058126	22.072638	22.090925	22.069124	22.05841	22.068106	21.844081	22.22195	22.052144	22.30073	22.173651	19.8341	19.997429	20.079927	19.919224	20.232338	20.012282	19.685924	19.880489	19.773788	19.424981	19.627223	19.755081	19.563735	19.725399	19.849132	19.499269	19.797607	19.726546	0	22.267047
19/02/18	5:07:07 p. m.	3601926427	22.134457	22.134457	22.098208	19.710867	19.549754	22.067965	19.324754	1.206839	1.701622	7.322123	22.144446	21.711454	22.18769	22.135343	21.968046	21.820838	22.104783	22.080643	22.127107	21.960726	22.490889	22.555945	22.456427	22.138061	22.123652	22.141124	22.057614	22.036821	22.051775	22.071474	22.049706	22.037802	22.041713	21.853302	22.17557	22.033319	22.287763	22.141087	19.449617	19.617353	19.665475	19.498576	19.849297	19.653954	19.297538	19.512955	19.403019	19.087919	19.313958	19.423606	19.239739	19.383704	19.506428	19.179707	19.486303	19.301426	0	22.244493
19/02/18	5:08:07 p. m.	3601926487	22.128458	22.128458	22.193348	19.691046	19.288404	22.056489	19.218823	1.178744	1.730345	4.149588	22.131712	21.705026	22.166079	22.142325	21.956104	21.815017	22.104015	22.065487	22.119003	21.97652	22.478698	22.54648	22.458777	22.133173	22.100593	22.123867	22.043009	22.030715	22.043592	22.061696	22.04155	22.035607	22.027773	21.940915	22.257431	22.123614	22.371869	22.27291	19.137072	19.327078	19.38581	19.21498	19.598746	19.371555	19.098824	19.315755	19.145819	19.028861	19.201802	19.281977	19.150085	19.293862	19.325554	19.126048	19.335535	19.225681	0	22.212264
19/02/18	5:09:07 p. m.	3601926547	22.127097	22.127097	22.109694	19.671416	19.149743	22.046196	19.086264	1.208236	1.719248	7.325335	22.143426	21.701837	22.18102	22.117696	21.960877	21.810869	22.0864	22.068897	22.117611	21.984214	22.47003	22.540431	22.464726	22.131326	22.095522	22.107605	22.038077	22.01934	22.028525	22.046423	22.026303	22.026535	22.027437	21.839361	22.193105	22.049945	22.294628	22.171432	19.021433	19.201483	19.253545	19.078156	19.456118	19.241867	18.939803	19.167489	18.987793	18.835127	19.080255	19.231339	18.980673	19.156105	19.236277	18.909746	19.232437	19.114415	0	22.212157
19/02/18	5:10:07 p. m.	3601926607	22.115686	22.115686	22.106938	19.651642	19.097291	22.028722	19.066581	1.247352	1.732957	2.94131	22.122606	21.690842	22.159601	22.114844	21.94776	21.788486	22.08674	22.052107	22.106263	21.981603	22.452614	22.533614	22.452683	22.129835	22.076793	22.098666	22.006601	21.999571	22.014493	22.038848	22.011859	22.003095	22.008567	21.83937	22.161911	22.036515	22.292349	22.204545	18.956834	19.127011	19.171996	19.014181	19.352114	19.182463	18.934706	19.167459	18.968856	18.847419	19.041209	19.14507	19.011303	19.147486	19.185386	18.948968	19.199232	19.073157	0	22.205458
19/02/18	5:11:07 p. m.	3601926667	22.111099	22.111099	22.071833	19.63189	19.372764	22.017597	19.516827	1.223137	1.760374	-4.427701	22.115705	21.682457	22.154389	22.11211	21.943655	21.782059	22.073256	22.056447	22.095721	21.983871	22.443096	22.528922	22.457985	22.125717	22.068751	22.081957	22.004671	21.98798	21.997366	22.024048	21.997543	22.001394	21.994661	21.799973	22.14656	22.003167	22.265703	22.143761	19.14892	19.365265	19.415164	19.280595	19.543387	19.388488	19.387108	19.601465	19.224487	19.462387	19.484339	19.479022	19.540791	19.553571	19.492079	19.520866	19.528773	19.589616	0	22.185889
19/02/18	5:12:07 p. m.	3601926727	22.111303	22.10816	22.09746	19.612163	20.005926	22.008616	20.079797	1.253405	1.769295	-5.207443	22.119542	21.683971	22.151369	22.108162	21.942897	21.773262	22.078667	22.056145	22.087396	21.991282	22.447785	22.525052	22.46432	22.128389	22.060405	22.080257	21.994661	21.980723	21.982737	22.020015	21.987322	21.983794	21.987627	21.831155	22.19062	22.031288	22.273132	22.161108	19.740344	19.944978	20.067678	19.939613	20.072734	20.020613	20.103408	20.29923	19.864732	20.080749	20.059652	20.019228	20.125553	20.082147	20.032581	20.113174	20.038549	20.166542	0	22.169103
19/02/18	5:13:07 p. m.	3601926787	22.09068	22.09068	22.067832	19.592461	20.235596	21.9939	20.095263	1.276843	1.768425	-0.494051	22.092669	21.666107	22.130106	22.090199	21.920358	21.755398	22.053567	22.026494	22.070706	21.972953	22.420783	22.500514	22.445582	22.124083	22.037698	22.046876	21.987173	21.97162	21.972474	22.003334	21.980535	21.968256	21.977132	21.800857	22.153819	21.985141	22.252853	22.14649	20.018029	20.20479	20.351929	20.211678	20.339735	20.266762	20.226683	20.397061	20.103693	20.027781	20.066738	20.098961	20.09649	20.109157	20.121965	20.081104	20.099587	20.155583	0	22.158196
