Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/25  08:48:00,21.86294239161046,20.4,20.433436561173008,21.797415353895713,13.0,-1.9890741510599313,1.9890424942184793,21.927827351665508,21.927806641704014,6.6,-1.9596296095984863,-0.9265718473420785,21.797415353895713,20.433436561173008,6.6,1.9790213822457359,-1.9803445828182076,20.4,21.86294239882922,21.86288186597834 
 01/25  08:49:00,21.86288186597834,20.4,20.433435177817697,21.797357539283298,13.0,-1.988991858019179,1.9889602024891318,21.92776414151883,21.927743432414233,6.6,-1.9595485329635785,-0.9265335092568567,21.797357539283298,20.433435177817697,6.6,1.9789395051130486,-1.9802626509384094,20.399999999999996,21.86288187319652,21.862821342850418 
 01/25  08:50:00,21.862821342850418,20.4,20.433433794519677,21.797299727062958,13.0,-1.9889095683867689,1.9888779141677525,21.927700933987429,21.92768022573958,6.6,-1.9594674596835456,-0.926495178113597,21.797299727062958,20.433433794519677,6.6,1.9788576313665674,-1.9801807224465827,20.4,21.862821350068037,21.86276082222657 
 01/25  08:51:00,21.86276082222657,20.4,20.433432411278948,21.797241917234595,13.0,-1.9888272821620668,1.9887956292534959,21.927637729071085,21.927617021680065,6.6,-1.9593863897552766,-0.9264568432860616,21.797241917234595,20.433432411278948,6.6,1.9787757610056485,-1.98009879734237,20.399999999999996,21.86276082944361,21.86270030410672 
 01/25  08:52:00,21.86270030410672,20.4,20.433431028095485,21.79718410979812,13.0,-1.9887449993444384,1.9887133477464268,21.9275745267698,21.92755382023546,6.6,-1.959305323181239,-0.9264185150769045,21.79718410979812,20.433431028095485,6.6,1.9786938940306136,-1.9800168756267145,20.4,21.86270031132319,21.86263978849075 
 01/25  08:53:00,21.86263978849075,20.4,20.433429644969299,21.7971263047534,13.0,-1.9886627199336727,1.9886310696463506,21.92751132708336,21.927490621405775,6.6,-1.9592242599585357,-0.9263801835216219,21.7971263047534,20.433429644969299,6.6,1.9786120304418924,-1.9799349573000709,20.399999999999996,21.862639795706654,21.86257927537855 
 01/25  08:54:00,21.86257927537855,20.4,20.43342826190037,21.797068502100307,13.0,-1.988580443929558,1.9885487949528116,21.927448130011759,21.927427425190787,6.6,-1.9591432000902787,-0.9263418583891108,21.797068502100307,20.43342826190037,6.6,1.9785301702402356,-1.979853042363285,20.4,21.862579282593879,21.862518764770028 
 01/25  08:55:00,21.862518764770028,20.4,20.433426878888694,21.797010701838713,13.0,-1.9884981713306154,1.988466523663664,21.927384935554789,21.9273642315905,6.6,-1.959062143573034,-0.926303529984347,21.797010701838713,20.433426878888694,6.6,1.9784483134263944,-1.9797711308175595,20.399999999999996,21.862518771984786,21.862458256665059 
 01/25  08:56:00,21.862458256665059,20.4,20.433425495934214,21.79695290396847,13.0,-1.988415902134731,1.9883842557767946,21.927321743712445,21.927301040604694,6.6,-1.9589810904103427,-0.926265208073106,21.79695290396847,20.433425495934214,6.6,1.9783664600012275,-1.9796892226637076,20.399999999999996,21.86245826387925,21.862397751063538 
 01/25  08:57:00,21.862397751063538,20.4,20.433424113036915,21.796895108489456,13.0,-1.9883336363402143,1.9883019912905125,21.92725855448451,21.927237852233377,6.6,-1.9589000405988786,-0.9262268828282251,21.796895108489456,20.433424113036915,6.6,1.978284609965378,-1.9796073179018914,20.399999999999996,21.862397758277159,21.86233724796535 
